mensaje_id,codif_macro_1,codif_macro_2,codif_micro_1,codif_micro_2,hoja_1,hoja_2
TW_11427,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 6e. Referencia positiva (comp. lista),Matías-6,Saúl-7
FB_9857,D. Otros,B. Campaña,9. Utilidad pública,2. Eventos de campaña | 9. Utilidad pública,Marcelo-4,Gabriel-4
TW_17624,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 9. Utilidad pública,Carolina-8,Alondra-4
TW_11060,A. Programático,B. Campaña,1a. Programática - Postura,10. Aparición en medios,Marcelo-6,Gabriel-7
TW_21443,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Carolina-7,Marcelo-2
TW_6681,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Marcelo-8,Andrea-2
TW_528,C. Politics,C. Politics,6f. Referencia positiva (otros),6f. Referencia positiva (otros),César-7,Saúl-4
FB_4278,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-6,Gabriel-4
TW_21805,D. Otros,A. Programático,7a. Personal (trivial),1b. Programática - Propuesta,Benjamín-4,Matías-8
FB_4527,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios,Marcelo-5,Saúl-3
TW_19027,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 10. Aparición en medios,6a. Referencia positiva (cand. presidencial),Saúl-8,César-6
TW_23754,C. Politics,D. Otros,5b. Ataque (global),8. Interacción con usuarios,Gonzalo-8,Saúl-4
FB_4489,B. Campaña,C. Politics,3. Movilización de recursos,6c. Referencia positiva (coalición),Saúl-4,Matías-2
TW_11567,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Marcelo-6,Benjamín-5
FB_4068,A. Programático,B. Campaña,1a. Programática - Postura,2. Eventos de campaña,Saúl-4,Gonzalo-3
FB_7081,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Andrea-4,Gonzalo-4
TW_19335,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Benjamín-5,Matías-6
FB_3724,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Extra-6,Extra-2
TW_7211,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-2,Alondra-5
TW_23064,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura | 9. Utilidad pública,Gonzalo-7,Saúl-4
TW_26182,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,César-7,Marcelo-8
TW_25656,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,César-4,Gabriel-6
FB_1052,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Gabriel-5,Saúl-4
FB_2140,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios,Extra-5,Carolina-4
TW_4167,D. Otros,B. Campaña,9. Utilidad pública,2. Eventos de campaña | 9. Utilidad pública,Gabriel-4,Saúl-7
TW_12811,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Benjamín-5,Extra-6
TW_10043,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Matías-4,Benjamín-6
FB_2545,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-6,Gonzalo-2
TW_4732,C. Politics,C. Politics,5b. Ataque (global),5a. Ataque (personal),Andrea-3,Extra-1
TW_25068,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-3,Matías-2
TW_22806,C. Politics,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Matías-4,Extra-3
TW_18321,D. Otros,C. Politics,8. Interacción con usuarios,6b. Referencia positiva (partido),Gonzalo-3,Carolina-2
FB_6605,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Gabriel-4,Matías-5
TW_10787,C. Politics,D. Otros,4. Endorsements,8. Interacción con usuarios,Marcelo-2,Gonzalo-2
TW_21310,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gonzalo-8,Extra-5
FB_2687,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Extra-1,Benjamín-3
TW_22879,B. Campaña,B. Campaña,2. Eventos de campaña | 6b. Referencia positiva (partido),2. Eventos de campaña,Gabriel-6,César-8
TW_4384,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Andrea-4,Carolina-3
TW_22838,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-5,Marcelo-3
TW_10047,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios,Marcelo-4,César-5
TW_25775,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Benjamín-6,Marcelo-4
TW_14024,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,César-3,Gonzalo-5
TW_2429,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Alondra-4,César-5
TW_2141,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña,Marcelo-2,Gonzalo-7
FB_5802,A. Programático,NA,1a. Programática - Postura,,César-7,Alondra-6
TW_16226,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Carolina-5,Gabriel-7
FB_4726,D. Otros,B. Campaña,10. Aparición en medios,2. Eventos de campaña,Extra-3,Carolina-2
FB_5489,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios,Gonzalo-7,Marcelo-6
TW_3350,D. Otros,D. Otros,7a. Personal (trivial),10. Aparición en medios,Gonzalo-8,César-8
FB_5511,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-2,Extra-1
TW_2784,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios,Benjamín-5,Saúl-3
TW_25626,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Gabriel-5,César-8
FB_5587,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Gabriel-2,Andrea-2
TW_15766,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6c. Referencia positiva (coalición),Extra-6,César-7
TW_14721,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Marcelo-7,Benjamín-8
TW_23334,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Andrea-3,Benjamín-3
TW_9307,D. Otros,A. Programático,8. Interacción con usuarios | 1a. Programática - Postura,1a. Programática - Postura,Saúl-4,César-4
TW_19189,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 5b. Ataque (global),5a. Ataque (personal),Gabriel-2,César-2
FB_4792,D. Otros,C. Politics,7a. Personal (trivial),7a. Personal (trivial),Gonzalo-2,Matías-4
FB_3766,B. Campaña,D. Otros,2. Eventos de campaña,10. Aparición en medios,Gonzalo-5,Saúl-2
FB_9454,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-4,Gonzalo-2
TW_15519,D. Otros,D. Otros,7b. Personal (aptitudes),7b. Personal (aptitudes) | 10. Aparición en medios,César-2,Alondra-2
TW_19220,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Extra-3,César-5
FB_7130,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,César-6,Gonzalo-4
TW_24791,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta,Saúl-3,Carolina-5
TW_4570,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-2,Marcelo-4
FB_1276,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-8,Extra-4
TW_13402,B. Campaña,B. Campaña,2. Eventos de campaña | 4. Endorsements,2. Eventos de campaña,Matías-2,Marcelo-7
FB_2559,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios | 1a. Programática - Postura,Extra-2,Saúl-6
FB_9657,D. Otros,D. Otros,7b. Personal (aptitudes),7a. Personal (trivial),Saúl-2,Marcelo-5
FB_8887,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-2,Marcelo-8
FB_5090,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta,Extra-6,Gonzalo-7
TW_1783,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Carolina-2,Marcelo-4
TW_1232,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Marcelo-4,Benjamín-2
TW_12837,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Marcelo-8,Saúl-3
FB_3680,B. Campaña,B. Campaña,2. Eventos de campaña,4. Endorsements,Gonzalo-5,Gabriel-8
TW_26865,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),10. Aparición en medios,César-6,Matías-5
TW_26729,A. Programático,D. Otros,1a. Programática - Postura,8. Interacción con usuarios,Andrea-2,Saúl-6
TW_7517,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Carolina-6,Matías-4
FB_7357,B. Campaña,C. Politics,2. Eventos de campaña,6a. Referencia positiva (cand. presidencial),Carolina-6,Andrea-4
TW_16856,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Andrea-3,César-5
TW_25534,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal),Alondra-3,Gonzalo-7
TW_12691,D. Otros,D. Otros,N/A (imposible de determinar),8. Interacción con usuarios,Matías-3,Benjamín-4
TW_15513,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,César-7,Alondra-5
TW_13355,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-5,Carolina-7
TW_12484,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Benjamín-8,Extra-2
TW_15368,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos,Gonzalo-3,Matías-8
TW_13757,A. Programático,A. Programático,1a. Programática - Postura | 8. Interacción con usuarios,1a. Programática - Postura,Saúl-2,Carolina-6
TW_15626,D. Otros,D. Otros,8. Interacción con usuarios,4. Endorsements,Andrea-4,Extra-2
TW_19659,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura,Carolina-4,Marcelo-7
FB_6502,A. Programático,B. Campaña,1a. Programática - Postura,3. Movilización de recursos,Benjamín-2,Saúl-8
FB_5067,C. Politics,A. Programático,5c. Ataque (otros),1a. Programática - Postura,Extra-2,Andrea-4
TW_12601,NA,D. Otros,N/A (imposible de determinar),N/A (imposible de determinar),Saúl-2,Matías-3
FB_3970,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Benjamín-2,Gabriel-5
TW_10885,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1a. Programática - Postura,Extra-1,Saúl-8
TW_26904,C. Politics,D. Otros,5c. Ataque (otros),9. Utilidad pública,Benjamín-6,Andrea-4
FB_399,B. Campaña,D. Otros,2. Eventos de campaña,7a. Personal (trivial),Andrea-4,César-5
FB_2526,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-2,Matías-8
FB_8064,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura,Alondra-5,Benjamín-4
TW_7506,B. Campaña,B. Campaña,7a. Personal (trivial),2. Eventos de campaña,Matías-6,Saúl-7
FB_2979,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Andrea-3,Matías-6
FB_3903,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,César-8,Matías-7
TW_19000,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura,Marcelo-7,Matías-6
TW_19919,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gonzalo-3,Carolina-3
TW_13685,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Alondra-3,Matías-4
TW_17108,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura,Extra-4,Gabriel-8
TW_583,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal),Saúl-4,César-2
TW_4767,A. Programático,D. Otros,1a. Programática - Postura,5c. Ataque (otros),Marcelo-2,Matías-7
FB_7545,B. Campaña,D. Otros,2. Eventos de campaña,N/A (imposible de determinar),Saúl-7,Benjamín-3
FB_3381,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios,Gonzalo-7,Gabriel-3
FB_2793,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Matías-4,Benjamín-4
TW_3483,A. Programático,D. Otros,1a. Programática - Postura,10. Aparición en medios | 1a. Programática - Postura,Carolina-7,Saúl-8
TW_19414,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Alondra-2,Benjamín-6
TW_6512,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Matías-5,Saúl-4
FB_3718,C. Politics,B. Campaña,6b. Referencia positiva (partido),10. Aparición en medios | 1a. Programática - Postura,Carolina-3,Gabriel-6
FB_6752,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-2,Gabriel-8
FB_4215,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Extra-1,Benjamín-3
TW_3211,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Gonzalo-6,César-6
FB_7089,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta,Gonzalo-3,Saúl-8
FB_8679,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,César-2,Saúl-5
TW_6709,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Alondra-4,Carolina-6
TW_3941,D. Otros,C. Politics,4. Endorsements,4. Endorsements,Extra-2,Marcelo-5
TW_10033,A. Programático,B. Campaña,1a. Programática - Postura,2. Eventos de campaña | 1a. Programática - Postura,Benjamín-4,Gabriel-5
FB_8510,A. Programático,B. Campaña,1a. Programática - Postura,2. Eventos de campaña,Alondra-4,Benjamín-2
TW_23729,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-7,César-7
FB_1754,C. Politics,D. Otros,4. Endorsements,N/A (imposible de determinar),Carolina-8,Matías-8
TW_26882,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Marcelo-8,Carolina-2
FB_750,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Extra-1,Gabriel-7
FB_6084,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-7,Benjamín-6
FB_9265,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-8,Saúl-7
TW_2944,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura,César-4,Extra-3
TW_6157,A. Programático,C. Politics,1a. Programática - Postura,5b. Ataque (global),Saúl-7,César-3
FB_9031,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-6,Alondra-2
TW_19943,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 1a. Programática - Postura,Marcelo-6,Saúl-8
FB_6377,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-2,Extra-2
FB_6660,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal) | 10. Aparición en medios,Extra-5,Benjamín-4
FB_435,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-6,Marcelo-2
FB_5681,A. Programático,B. Campaña,1a. Programática - Postura | 2. Eventos de campaña,1a. Programática - Postura | 4. Endorsements,Alondra-2,Matías-7
FB_3166,D. Otros,D. Otros,7b. Personal (aptitudes),7a. Personal (trivial) | 6a. Referencia positiva (cand. presidencial),Alondra-3,Andrea-2
TW_24168,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Marcelo-6,Benjamín-8
TW_4844,B. Campaña,B. Campaña,3. Movilización de recursos | 6a. Referencia positiva (cand. presidencial),3. Movilización de recursos,Gabriel-4,Gonzalo-2
TW_19312,C. Politics,C. Politics,5c. Ataque (otros),5b. Ataque (global),Marcelo-4,César-7
FB_4587,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos,Andrea-2,Benjamín-4
FB_5286,D. Otros,D. Otros,3. Movilización de recursos | N/A (imposible de determinar),N/A (imposible de determinar),Matías-8,Benjamín-5
TW_19476,C. Politics,C. Politics,5b. Ataque (global),6a. Referencia positiva (cand. presidencial),Carolina-6,Gabriel-7
FB_2709,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-4,Carolina-4
TW_11445,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios | 1a. Programática - Postura,Extra-3,Saúl-3
TW_2755,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Alondra-2,Gonzalo-3
TW_26297,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Benjamín-7,Gonzalo-5
TW_3910,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-6,Gonzalo-2
TW_6023,D. Otros,D. Otros,9. Utilidad pública,7a. Personal (trivial),Marcelo-3,César-7
TW_18658,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar),Extra-6,Benjamín-3
TW_392,NA,C. Politics,,6a. Referencia positiva (cand. presidencial),Alondra-6,Marcelo-6
TW_16103,B. Campaña,D. Otros,2. Eventos de campaña,9. Utilidad pública,Gonzalo-4,Carolina-2
TW_6708,B. Campaña,B. Campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),2. Eventos de campaña,Alondra-2,Carolina-7
TW_20518,D. Otros,A. Programático,N/A (imposible de determinar),1a. Programática - Postura,Extra-2,Extra-3
TW_15912,C. Politics,B. Campaña,5b. Ataque (global) | 1a. Programática - Postura,1a. Programática - Postura | 5b. Ataque (global),Benjamín-8,Matías-2
FB_6265,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Extra-4,Carolina-4
TW_16021,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gabriel-8,Gonzalo-7
TW_6884,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-6,Carolina-2
TW_8189,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Matías-5,Marcelo-3
FB_394,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Andrea-4,Gonzalo-4
TW_7538,C. Politics,C. Politics,6e. Referencia positiva (comp. lista),6b. Referencia positiva (partido),Marcelo-2,Carolina-3
FB_5934,C. Politics,C. Politics,10. Aparición en medios,5a. Ataque (personal),Matías-5,Extra-2
TW_9610,A. Programático,C. Politics,1a. Programática - Postura,6f. Referencia positiva (otros) | 7b. Personal (aptitudes),Gabriel-6,Matías-3
TW_14129,D. Otros,NA,8. Interacción con usuarios,N/A (imposible de determinar),Matías-6,Saúl-2
TW_10916,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-2,Gabriel-4
TW_22622,C. Politics,B. Campaña,4. Endorsements | 6b. Referencia positiva (partido),3. Movilización de recursos,Matías-3,Saúl-7
TW_1137,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-7,Benjamín-3
FB_3150,B. Campaña,D. Otros,3. Movilización de recursos,7a. Personal (trivial),Benjamín-5,Carolina-4
TW_2309,B. Campaña,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura,Matías-7,Marcelo-2
TW_19991,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Carolina-5,Gabriel-5
TW_5059,C. Politics,C. Politics,5b. Ataque (global),5a. Ataque (personal) | 6d. Referencia positiva (gobierno),Carolina-5,César-4
TW_22852,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido),Alondra-4,Benjamín-2
FB_8559,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,César-5,Gabriel-7
FB_6691,A. Programático,B. Campaña,1a. Programática - Postura,1b. Programática - Propuesta,César-4,Matías-8
TW_6645,C. Politics,D. Otros,10. Aparición en medios,7a. Personal (trivial),Matías-4,Gonzalo-8
TW_16711,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Marcelo-2,César-4
TW_16182,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Carolina-4,Marcelo-7
TW_15768,NA,A. Programático,N/A (imposible de determinar),1a. Programática - Postura,Saúl-2,Andrea-3
TW_23406,D. Otros,C. Politics,8. Interacción con usuarios,6b. Referencia positiva (partido),Marcelo-3,Benjamín-4
FB_9239,A. Programático,D. Otros,1a. Programática - Postura,6f. Referencia positiva (otros),Carolina-2,Matías-3
TW_3235,D. Otros,B. Campaña,8. Interacción con usuarios | 4. Endorsements,3. Movilización de recursos,Saúl-7,Gonzalo-4
TW_6405,A. Programático,B. Campaña,1a. Programática - Postura,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),Gonzalo-8,Saúl-8
FB_4973,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura | 1b. Programática - Propuesta,Marcelo-5,César-4
TW_13485,C. Politics,D. Otros,6a. Referencia positiva (cand. presidencial) | 8. Interacción con usuarios,8. Interacción con usuarios,Alondra-5,Marcelo-3
TW_13158,D. Otros,C. Politics,8. Interacción con usuarios,6f. Referencia positiva (otros),Marcelo-8,Benjamín-8
TW_24181,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gabriel-5,Extra-2
TW_6678,C. Politics,C. Politics,6b. Referencia positiva (partido),6f. Referencia positiva (otros),Gabriel-4,Gonzalo-5
TW_5044,C. Politics,C. Politics,6b. Referencia positiva (partido),6f. Referencia positiva (otros) | 5b. Ataque (global),Gabriel-5,Benjamín-3
TW_5835,B. Campaña,B. Campaña,4. Endorsements | 3. Movilización de recursos,4. Endorsements | 3. Movilización de recursos,César-3,Gabriel-7
TW_14220,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 8. Interacción con usuarios,6a. Referencia positiva (cand. presidencial),Andrea-3,César-4
TW_7436,C. Politics,C. Politics,5c. Ataque (otros),5b. Ataque (global),Gabriel-4,Extra-5
TW_8070,D. Otros,D. Otros,N/A (imposible de determinar),8. Interacción con usuarios,Matías-2,Benjamín-7
FB_4562,B. Campaña,D. Otros,10. Aparición en medios | 1a. Programática - Postura,10. Aparición en medios,Gabriel-8,César-4
TW_7877,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global) | 6a. Referencia positiva (cand. presidencial),Andrea-4,Gabriel-8
TW_10983,B. Campaña,D. Otros,10. Aparición en medios,10. Aparición en medios,Andrea-2,Extra-2
FB_3666,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido) | 7b. Personal (aptitudes),Alondra-5,Saúl-4
FB_1278,A. Programático,B. Campaña,1a. Programática - Postura,2. Eventos de campaña,Andrea-4,Carolina-8
TW_4731,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Gonzalo-6,César-5
TW_20150,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-8,César-3
TW_17474,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6b. Referencia positiva (partido),Carolina-2,Gonzalo-8
TW_14395,D. Otros,D. Otros,7a. Personal (trivial),N/A (imposible de determinar),Benjamín-8,Andrea-4
TW_2969,B. Campaña,D. Otros,2. Eventos de campaña,7a. Personal (trivial),Extra-1,Extra-3
TW_12860,C. Politics,C. Politics,5c. Ataque (otros),5a. Ataque (personal),Gabriel-2,Benjamín-7
TW_1259,A. Programático,C. Politics,1a. Programática - Postura,6b. Referencia positiva (partido) | 1a. Programática - Postura,Marcelo-5,Gabriel-8
TW_2829,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-2,Extra-1
TW_12955,D. Otros,C. Politics,N/A (imposible de determinar),6b. Referencia positiva (partido),Andrea-4,Carolina-4
TW_2774,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Gabriel-5,César-7
TW_26424,NA,C. Politics,,5a. Ataque (personal),Saúl-8,Alondra-2
TW_7484,C. Politics,D. Otros,6b. Referencia positiva (partido),9. Utilidad pública,Marcelo-4,Saúl-3
TW_1320,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura,César-5,Carolina-7
TW_25483,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Benjamín-4,Gonzalo-6
TW_9807,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gabriel-2,Gonzalo-4
TW_20089,B. Campaña,D. Otros,2. Eventos de campaña,N/A (imposible de determinar),Carolina-4,Extra-1
TW_1703,C. Politics,A. Programático,6c. Referencia positiva (coalición),1a. Programática - Postura,Marcelo-7,César-8
TW_12868,C. Politics,D. Otros,5b. Ataque (global),8. Interacción con usuarios,Extra-2,Marcelo-8
TW_8287,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,César-7,Marcelo-4
TW_11031,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal),César-3,Alondra-4
FB_2224,A. Programático,B. Campaña,1a. Programática - Postura,3. Movilización de recursos,Saúl-7,Matías-3
TW_17044,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Extra-3,Matías-6
TW_5717,C. Politics,D. Otros,5b. Ataque (global),8. Interacción con usuarios,Benjamín-7,Marcelo-2
TW_20794,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,César-8,Marcelo-2
TW_25791,D. Otros,A. Programático,8. Interacción con usuarios,1a. Programática - Postura,Extra-5,Gabriel-6
TW_11768,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña,Marcelo-7,Benjamín-6
TW_17402,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Benjamín-3,Gonzalo-3
TW_20109,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-3,Extra-6
TW_7278,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6f. Referencia positiva (otros),Andrea-2,Gonzalo-6
FB_9081,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios,César-7,Alondra-6
TW_17656,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gabriel-4,Benjamín-7
FB_1921,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta,Saúl-8,Andrea-2
TW_27140,C. Politics,D. Otros,5a. Ataque (personal),8. Interacción con usuarios,Alondra-6,Carolina-3
TW_17913,A. Programático,C. Politics,1a. Programática - Postura,6a. Referencia positiva (cand. presidencial),César-4,Carolina-7
TW_3345,B. Campaña,D. Otros,10. Aparición en medios,10. Aparición en medios,Matías-6,César-7
TW_10140,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Marcelo-5,Gabriel-4
TW_21409,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios,Saúl-4,Gabriel-3
TW_16191,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña,César-3,Gonzalo-2
TW_25689,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios,Saúl-5,Extra-5
