mensaje_id,codif_macro_1,codif_macro_2,codif_micro_1,codif_micro_2
TW_17031,D. Otros,A. Programático,8. Interacción con usuarios,1a. Programática - Postura
FB_8561,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_9799,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_10045,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_10860,B. Campaña,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_20332,C. Politics,C. Politics,6d. Referencia positiva (gobierno),6d. Referencia positiva (gobierno)
TW_26797,A. Programático,A. Programático,1a. Programática - Postura | 6a. Referencia positiva (cand. presidencial),1a. Programática - Postura
TW_16017,C. Politics,A. Programático,6b. Referencia positiva (partido),1a. Programática - Postura
TW_8905,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_8381,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura | 2. Eventos de campaña
FB_3197,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_21395,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_21228,A. Programático,C. Politics,1a. Programática - Postura,6d. Referencia positiva (gobierno)
TW_2331,B. Campaña,C. Politics,4. Endorsements,4. Endorsements
TW_18304,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_16230,C. Politics,C. Politics,4. Endorsements,4. Endorsements
TW_19686,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 2. Eventos de campaña,6a. Referencia positiva (cand. presidencial)
TW_2636,C. Politics,C. Politics,5a. Ataque (personal),5c. Ataque (otros)
TW_25353,D. Otros,C. Politics,8. Interacción con usuarios,5a. Ataque (personal)
TW_10986,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_438,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_4011,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_23075,D. Otros,C. Politics,8. Interacción con usuarios,6c. Referencia positiva (coalición)
FB_538,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_4889,C. Politics,C. Politics,5b. Ataque (global),6a. Referencia positiva (cand. presidencial)
TW_12578,A. Programático,D. Otros,1a. Programática - Postura,7a. Personal (trivial)
TW_11591,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 10. Aparición en medios,5b. Ataque (global)
TW_3565,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_2490,A. Programático,C. Politics,1a. Programática - Postura,5b. Ataque (global)
TW_27202,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial)
TW_8271,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_16540,D. Otros,D. Otros,7a. Personal (trivial),8. Interacción con usuarios
FB_1208,B. Campaña,A. Programático,2. Eventos de campaña,1b. Programática - Propuesta
FB_9067,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_4009,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_20071,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_8488,A. Programático,C. Politics,1a. Programática - Postura,6a. Referencia positiva (cand. presidencial) | 1a. Programática - Postura
TW_22692,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_2269,D. Otros,B. Campaña,7b. Personal (aptitudes),2. Eventos de campaña
TW_22115,D. Otros,C. Politics,5c. Ataque (otros),5a. Ataque (personal)
TW_17224,NA,B. Campaña,,4. Endorsements
FB_4632,B. Campaña,B. Campaña,4. Endorsements,2. Eventos de campaña
FB_9006,D. Otros,B. Campaña,N/A (imposible de determinar),3. Movilización de recursos
FB_8465,D. Otros,B. Campaña,N/A (imposible de determinar),3. Movilización de recursos
TW_7195,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_1404,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
FB_5240,B. Campaña,B. Campaña,2. Eventos de campaña,7a. Personal (trivial)
TW_15516,B. Campaña,D. Otros,3. Movilización de recursos,7a. Personal (trivial)
TW_14049,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_6973,A. Programático,D. Otros,1a. Programática - Postura,9. Utilidad pública
TW_14899,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta
TW_17842,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 1a. Programática - Postura
FB_3869,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1a. Programática - Postura
TW_24437,C. Politics,A. Programático,6b. Referencia positiva (partido),1a. Programática - Postura
TW_20754,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_24073,D. Otros,C. Politics,8. Interacción con usuarios,6b. Referencia positiva (partido)
FB_7310,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_377,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_3965,C. Politics,B. Campaña,4. Endorsements,2. Eventos de campaña
FB_3759,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios
FB_7835,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_909,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial),1b. Programática - Propuesta | 6a. Referencia positiva (cand. presidencial)
TW_24717,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_3044,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_3384,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_6062,B. Campaña,C. Politics,2. Eventos de campaña | 4. Endorsements,6a. Referencia positiva (cand. presidencial)
TW_23112,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_4885,A. Programático,D. Otros,1a. Programática - Postura,7a. Personal (trivial)
TW_19868,C. Politics,NA,5a. Ataque (personal) | 6a. Referencia positiva (cand. presidencial),
FB_4854,NA,D. Otros,,9. Utilidad pública
TW_20006,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 1a. Programática - Postura,6a. Referencia positiva (cand. presidencial)
TW_12237,D. Otros,C. Politics,8. Interacción con usuarios,5b. Ataque (global)
TW_15421,B. Campaña,A. Programático,2. Eventos de campaña,1b. Programática - Propuesta
TW_21675,D. Otros,D. Otros,10. Aparición en medios,8. Interacción con usuarios
FB_1835,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta
TW_10779,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_27120,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6f. Referencia positiva (otros)
TW_24575,NA,B. Campaña,,2. Eventos de campaña
TW_15006,D. Otros,C. Politics,N/A (imposible de determinar),5a. Ataque (personal)
FB_5756,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_2287,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_6233,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_9755,D. Otros,D. Otros,9. Utilidad pública,7b. Personal (aptitudes)
TW_1193,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_19575,NA,C. Politics,,6a. Referencia positiva (cand. presidencial)
TW_11910,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_3045,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_8491,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_27193,A. Programático,A. Programático,1a. Programática - Postura | 8. Interacción con usuarios,1a. Programática - Postura
TW_6064,A. Programático,C. Politics,1a. Programática - Postura,4. Endorsements
TW_15759,C. Politics,C. Politics,6c. Referencia positiva (coalición),5b. Ataque (global)
TW_27139,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_25086,C. Politics,C. Politics,6f. Referencia positiva (otros),6e. Referencia positiva (comp. lista)
TW_19179,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial) | 6f. Referencia positiva (otros),3. Movilización de recursos
TW_26237,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura
FB_998,C. Politics,C. Politics,6f. Referencia positiva (otros),6f. Referencia positiva (otros)
TW_23685,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_9449,C. Politics,B. Campaña,6e. Referencia positiva (comp. lista),4. Endorsements
TW_24897,A. Programático,D. Otros,1a. Programática - Postura,9. Utilidad pública
TW_1274,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios
TW_24122,C. Politics,C. Politics,8. Interacción con usuarios | 5b. Ataque (global),5a. Ataque (personal) | 8. Interacción con usuarios
FB_7672,C. Politics,D. Otros,6c. Referencia positiva (coalición),7a. Personal (trivial)
TW_17723,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 1b. Programática - Propuesta
TW_3191,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_7425,D. Otros,B. Campaña,7b. Personal (aptitudes),2. Eventos de campaña
FB_9679,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_640,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_15110,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_9796,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_1167,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios
TW_11325,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_14886,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña
TW_16028,D. Otros,D. Otros,10. Aparición en medios,9. Utilidad pública
TW_5526,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura
TW_20796,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña
TW_1443,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos
TW_20681,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_14529,C. Politics,C. Politics,5a. Ataque (personal),6a. Referencia positiva (cand. presidencial)
TW_24839,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_3478,D. Otros,C. Politics,4. Endorsements,4. Endorsements
TW_13399,D. Otros,B. Campaña,7a. Personal (trivial),10. Aparición en medios
FB_2923,A. Programático,C. Politics,1a. Programática - Postura,6a. Referencia positiva (cand. presidencial) | 3. Movilización de recursos
TW_15735,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar)
TW_6665,B. Campaña,D. Otros,2. Eventos de campaña,9. Utilidad pública
FB_2736,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_3574,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_16520,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_25156,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar)
FB_3755,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_819,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_5436,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial)
TW_9129,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_24533,B. Campaña,B. Campaña,4. Endorsements,4. Endorsements
FB_6023,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_14242,C. Politics,NA,5a. Ataque (personal) | 8. Interacción con usuarios,
FB_1942,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta | 6e. Referencia positiva (comp. lista)
TW_10856,A. Programático,D. Otros,1a. Programática - Postura,8. Interacción con usuarios
TW_16394,C. Politics,B. Campaña,6e. Referencia positiva (comp. lista),10. Aparición en medios
TW_15935,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_11006,D. Otros,A. Programático,9. Utilidad pública,1a. Programática - Postura
FB_2406,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_19848,C. Politics,D. Otros,6a. Referencia positiva (cand. presidencial),8. Interacción con usuarios | 6a. Referencia positiva (cand. presidencial)
TW_1380,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global)
FB_1423,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_1495,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
TW_14538,B. Campaña,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_5814,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_6435,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
FB_9493,C. Politics,B. Campaña,4. Endorsements,4. Endorsements
TW_16454,B. Campaña,D. Otros,4. Endorsements,8. Interacción con usuarios
TW_13459,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura | 8. Interacción con usuarios
FB_5772,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_22299,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_20385,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura
TW_16749,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_22868,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_1909,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_13117,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_4211,D. Otros,A. Programático,9. Utilidad pública,1a. Programática - Postura | 9. Utilidad pública
TW_12410,A. Programático,D. Otros,1a. Programática - Postura,7a. Personal (trivial)
TW_21014,D. Otros,D. Otros,9. Utilidad pública,7a. Personal (trivial)
FB_2700,B. Campaña,A. Programático,2. Eventos de campaña,1b. Programática - Propuesta
TW_8932,A. Programático,D. Otros,1a. Programática - Postura,9. Utilidad pública
TW_11236,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta
TW_7334,B. Campaña,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_6043,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta | 6a. Referencia positiva (cand. presidencial)
FB_4788,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_1116,B. Campaña,NA,3. Movilización de recursos,
FB_4747,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
FB_4488,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_777,B. Campaña,D. Otros,2. Eventos de campaña | 6e. Referencia positiva (comp. lista),8. Interacción con usuarios
TW_17951,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_9361,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_5186,C. Politics,C. Politics,6f. Referencia positiva (otros) | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_9390,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
FB_5129,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_8942,D. Otros,B. Campaña,9. Utilidad pública,2. Eventos de campaña
FB_2716,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_24351,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global)
TW_12979,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar)
FB_6187,B. Campaña,B. Campaña,10. Aparición en medios,2. Eventos de campaña
TW_21892,A. Programático,C. Politics,1a. Programática - Postura,6b. Referencia positiva (partido)
TW_6677,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_8958,D. Otros,B. Campaña,8. Interacción con usuarios,3. Movilización de recursos
FB_7580,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_21475,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_5822,A. Programático,C. Politics,1a. Programática - Postura,6a. Referencia positiva (cand. presidencial)
FB_7209,B. Campaña,A. Programático,3. Movilización de recursos,1a. Programática - Postura | 3. Movilización de recursos
TW_9166,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_7786,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_23558,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_9043,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_4701,B. Campaña,B. Campaña,4. Endorsements | 2. Eventos de campaña,2. Eventos de campaña
TW_9448,B. Campaña,B. Campaña,2. Eventos de campaña,4. Endorsements
TW_24825,NA,B. Campaña,,4. Endorsements
TW_19895,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 1b. Programática - Propuesta,6a. Referencia positiva (cand. presidencial)
FB_5541,B. Campaña,C. Politics,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_7161,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_7328,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_19203,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_8775,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_2408,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña
TW_767,D. Otros,C. Politics,7a. Personal (trivial),6a. Referencia positiva (cand. presidencial)
FB_6480,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_19756,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 6f. Referencia positiva (otros),6a. Referencia positiva (cand. presidencial)
FB_1558,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios
TW_9970,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_3550,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_8856,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_2762,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_9715,B. Campaña,D. Otros,2. Eventos de campaña | 6f. Referencia positiva (otros),8. Interacción con usuarios
TW_17142,C. Politics,C. Politics,5a. Ataque (personal),5c. Ataque (otros)
FB_3169,B. Campaña,NA,2. Eventos de campaña,
TW_21617,C. Politics,NA,5c. Ataque (otros),
TW_3552,B. Campaña,B. Campaña,2. Eventos de campaña,4. Endorsements
FB_3296,D. Otros,B. Campaña,10. Aparición en medios | 1a. Programática - Postura,10. Aparición en medios
FB_4232,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios
FB_4290,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_93,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_7753,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1a. Programática - Postura
TW_18597,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 6b. Referencia positiva (partido),6c. Referencia positiva (coalición)
FB_626,D. Otros,D. Otros,8. Interacción con usuarios,9. Utilidad pública
TW_17291,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),5a. Ataque (personal) | 6a. Referencia positiva (cand. presidencial)
TW_24126,C. Politics,D. Otros,5b. Ataque (global),8. Interacción con usuarios
FB_5225,B. Campaña,D. Otros,2. Eventos de campaña,7a. Personal (trivial)
TW_7809,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_25050,A. Programático,C. Politics,1a. Programática - Postura,5b. Ataque (global)
TW_18455,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_11505,A. Programático,C. Politics,1a. Programática - Postura,5a. Ataque (personal)
TW_26645,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_5994,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial),1a. Programática - Postura
FB_9233,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_9509,D. Otros,D. Otros,6f. Referencia positiva (otros) | 1a. Programática - Postura,9. Utilidad pública
TW_14173,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_8045,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_7925,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta
FB_9582,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta
FB_3278,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_6308,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_1627,B. Campaña,B. Campaña,2. Eventos de campaña | 8. Interacción con usuarios,2. Eventos de campaña
TW_20884,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_9243,C. Politics,B. Campaña,4. Endorsements,4. Endorsements
TW_11638,D. Otros,D. Otros,7a. Personal (trivial),8. Interacción con usuarios
FB_7186,C. Politics,D. Otros,6f. Referencia positiva (otros),7a. Personal (trivial)
TW_12173,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_10847,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_6556,B. Campaña,B. Campaña,2. Eventos de campaña | 1a. Programática - Postura,2. Eventos de campaña
TW_16272,A. Programático,D. Otros,1b. Programática - Propuesta,7a. Personal (trivial)
TW_22052,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura
TW_4579,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_7665,B. Campaña,B. Campaña,2. Eventos de campaña | 6f. Referencia positiva (otros),2. Eventos de campaña
TW_7956,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 3. Movilización de recursos
TW_19166,B. Campaña,D. Otros,7b. Personal (aptitudes),8. Interacción con usuarios | 6a. Referencia positiva (cand. presidencial)
FB_1016,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 3. Movilización de recursos
FB_9550,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña
TW_12781,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar)
TW_24979,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
FB_9325,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_8497,B. Campaña,D. Otros,2. Eventos de campaña,7b. Personal (aptitudes)
TW_15331,B. Campaña,C. Politics,6e. Referencia positiva (comp. lista),4. Endorsements
FB_3949,B. Campaña,D. Otros,3. Movilización de recursos,7a. Personal (trivial)
FB_819,B. Campaña,B. Campaña,2. Eventos de campaña | 3. Movilización de recursos,2. Eventos de campaña
TW_26011,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_9579,B. Campaña,C. Politics,2. Eventos de campaña | 6d. Referencia positiva (gobierno),6d. Referencia positiva (gobierno)
TW_20556,B. Campaña,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_22298,C. Politics,D. Otros,5c. Ataque (otros),9. Utilidad pública
FB_4673,A. Programático,B. Campaña,1a. Programática - Postura,3. Movilización de recursos
TW_10835,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos
TW_14338,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_17088,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
FB_8693,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_7971,C. Politics,D. Otros,5a. Ataque (personal),8. Interacción con usuarios | 5a. Ataque (personal)
TW_6006,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_8713,B. Campaña,A. Programático,7b. Personal (aptitudes),1b. Programática - Propuesta
TW_5350,C. Politics,B. Campaña,4. Endorsements,2. Eventos de campaña
TW_25936,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_20693,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_8592,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_24616,D. Otros,D. Otros,9. Utilidad pública,7a. Personal (trivial)
TW_12683,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_17786,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_24831,D. Otros,C. Politics,7a. Personal (trivial),6a. Referencia positiva (cand. presidencial)
TW_17073,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_19350,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal) | 6a. Referencia positiva (cand. presidencial)
FB_5055,B. Campaña,C. Politics,10. Aparición en medios,10. Aparición en medios
TW_3143,C. Politics,D. Otros,9. Utilidad pública,N/A (imposible de determinar)
TW_24551,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_403,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_13238,C. Politics,C. Politics,6f. Referencia positiva (otros),6b. Referencia positiva (partido)
FB_7154,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_2869,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
FB_784,D. Otros,D. Otros,N/A (imposible de determinar),N/A (imposible de determinar)
TW_6909,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6c. Referencia positiva (coalición) | 6a. Referencia positiva (cand. presidencial)
FB_1839,D. Otros,C. Politics,7a. Personal (trivial),6f. Referencia positiva (otros)
TW_17109,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_17550,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_8004,D. Otros,D. Otros,N/A (imposible de determinar),8. Interacción con usuarios
TW_11308,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_9053,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_5199,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_9167,B. Campaña,B. Campaña,2. Eventos de campaña,4. Endorsements
FB_7181,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_9465,B. Campaña,C. Politics,4. Endorsements,4. Endorsements
TW_8277,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_4565,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_3554,B. Campaña,B. Campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial)
TW_14237,C. Politics,C. Politics,6f. Referencia positiva (otros) | 5c. Ataque (otros),5a. Ataque (personal)
FB_9740,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_499,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña
TW_2722,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
